Month Less0   Lo30  Med40   Hi30   Lo20   Qnt2   Qnt3   Qnt4   Hi20   Lo10   Dec2   Dec3   Dec4   Dec5   Dec6   Dec7   Dec8   Dec9   Hi10
198712    9.99    9.40    7.80    3.60   10.91    7.48    8.02    6.27    2.52   11.20   10.55    6.77    8.25    8.21    7.90    6.92    5.68    3.55    0.47
198801    1.09    1.13    3.99    9.23    1.53    2.12    3.64    6.50    9.93    1.69    1.32    0.41    3.93    4.03    3.38    4.92    7.94    9.70   10.39
198802    7.92    7.31    5.65    1.94    6.86    7.40    5.76    4.52    0.61    6.24    7.62    8.11    6.67    5.90    5.67    4.61    4.45    1.65   -1.53
198803    0.92   -1.92   -2.46   -2.27   -1.52   -2.23   -3.04   -0.88   -3.35   -1.73   -1.28   -2.64   -1.80   -2.28   -3.54   -1.52   -0.30   -3.49   -3.06
198804    2.53    0.11    0.57    1.58    0.50   -0.59    1.43    1.34    0.71    0.43    0.58   -0.59   -0.60   -0.12    2.44   -0.68    3.13    1.44   -0.84
198805   -2.20   -0.22    0.05    2.03   -0.38    0.06    0.06   -0.04    3.25   -0.32   -0.45    0.06    0.06    0.58   -0.27    0.01   -0.07    3.01    3.78
198806    8.02    6.02    6.15    2.36    6.77    5.28    6.57    3.40    2.65    6.31    7.33    4.65    5.95    5.99    6.94    5.24    1.84    2.66    2.64
198807   -2.75   -1.93   -1.05    1.17   -2.04   -1.22   -1.53    0.91    0.28   -1.31   -2.84   -1.72   -0.83   -1.88   -1.25   -0.54    2.46    0.39    0.04
198808   -4.44   -3.94   -2.82   -1.22   -4.57   -2.54   -1.56   -2.77   -1.53   -5.05   -4.03   -2.58   -2.51   -0.75   -2.22   -4.69   -0.78   -1.91   -0.71
198809    3.37    4.79    4.42    3.01    5.06    3.84    5.02    3.23    3.46    5.12    5.00    4.21    3.58    3.72    6.07    4.10    2.37    4.05    2.21
198810   -1.49    0.35    2.55    3.01    0.06    1.10    1.72    4.16    2.45   -0.91    1.13    0.99    1.18    1.32    2.05    4.51    3.80    2.82    1.64
198811   -3.08   -2.46   -1.91   -0.55   -2.45   -2.59   -1.89   -0.90   -0.76   -2.29   -2.62   -2.49   -2.67   -2.94   -1.05   -1.51   -0.27   -0.79   -0.68
198812    4.43    3.69    1.78    0.87    3.87    1.99    2.19    1.34    0.74    4.12    3.59    3.32    1.02    2.38    2.05    1.65    1.03    0.60    1.06
198901    7.90    5.96    7.29    5.77    6.32    7.06    6.56    6.81    5.57    6.01    6.66    5.19    8.47    6.22    6.83    7.60    6.04    6.20    4.16
198902   -0.58   -1.65   -2.15   -1.49   -1.62   -1.99   -1.90   -1.81   -1.73   -1.67   -1.56   -1.70   -2.20   -1.58   -2.13   -2.46   -1.16   -2.06   -0.97
198903    1.42    2.09    1.84    3.07    1.64    3.27    2.42    2.04    2.43    1.80    1.47    3.06    3.43    2.53    2.34    0.10    3.91    3.34    0.38
198904    6.43    5.73    4.94    4.31    5.97    5.50    5.35    3.82    4.72    6.62    5.26    5.20    5.72    4.17    6.27    3.89    3.76    5.39    3.15
198905    5.38    4.87    3.51    4.06    4.87    4.08    4.62    2.66    4.52    3.58    6.28    4.86    3.51    3.21    5.69    1.91    3.40    4.25    5.16
198906   -2.97   -0.43   -0.94    0.67   -0.54   -0.78   -1.43    0.20    0.83   -0.94   -0.12   -0.19   -1.22   -2.49   -0.63   -0.04    0.43   -0.31    3.54
198907    5.50    8.34   10.20    5.69    8.39   10.75   10.07    6.75    5.82    8.58    8.10    8.24   12.59    9.80   10.22    8.56    5.59    5.97    5.58
198908    3.91    1.43    2.69    1.43    2.02    0.65    2.65    2.41    1.58    2.02    2.02    0.13    1.01    1.98    3.04    4.09    1.31    2.54    0.07
198909    1.30    0.74   -0.84   -0.12    1.54    0.05   -2.28    0.12   -0.42    1.38    1.78   -1.05    0.81   -2.66   -2.06    0.15    0.11   -1.14    0.75
198910   -5.44   -3.42   -2.48   -2.32   -3.02   -2.52   -2.60   -3.09   -1.45   -2.39   -3.96   -4.35   -1.21   -2.30   -2.77   -3.26   -2.97   -2.23   -0.21
198911   -0.10    1.75    2.42    1.55    1.88    2.59    2.67    1.09    2.31    1.65    2.22    1.43    3.39    1.86    3.14    1.27    0.97    2.37    2.21
198912   -0.10    0.42    2.41    2.72   -0.53    1.57    2.89    2.89    2.48   -0.20   -1.02    2.67    0.82    3.38    2.61    2.88    2.90    2.12    3.04
199001   -8.92   -8.03   -7.51   -5.59   -8.27   -7.53   -6.88   -6.71   -5.68   -8.34   -8.18   -7.48   -7.56   -6.66   -7.01   -8.48   -5.53   -6.12   -5.00
199002    3.39    1.77    0.98    1.86    2.03    1.21    1.20    1.30    1.87    1.91    2.19    1.20    1.22    1.01    1.31    0.44    1.86    2.29    1.22
199003    3.88    3.18    3.11    0.74    3.45    3.45    3.22    1.34    0.69    4.15    2.44    2.59    4.05    3.03    3.33    2.21    0.78    1.37   -0.36
199004   -3.35   -1.86   -2.25   -3.66   -1.48   -1.62   -1.81   -3.37   -4.64   -1.00   -2.18   -2.71   -0.86   -2.21   -1.58   -4.08   -2.91   -4.62   -4.68
199005   11.10   10.78    9.28    6.92   11.39   11.01    8.76    7.80    5.79   12.37    9.95    9.41   12.10   10.31    7.88    7.84    7.77    6.41    4.83
199006   -0.25    0.36   -0.38   -1.41    0.41    1.26    0.44   -2.59   -0.80    0.55    0.19    0.27    1.92    0.13    0.63   -3.73   -1.85   -1.25   -0.06
199007   -5.70   -1.68   -0.05   -0.41   -3.70   -0.10    0.32    0.55   -1.24   -4.79   -2.01    1.31   -2.72   -0.02    0.69    0.59    0.49   -2.29    0.27
199008  -14.45   -9.30   -9.11   -7.82  -10.22   -8.64  -10.01   -7.40   -8.50  -10.66   -9.56   -8.01   -9.89  -10.39   -9.60   -7.61   -7.10   -9.71   -6.82
199009  -10.33   -6.56   -4.38   -3.84   -7.41   -5.66   -6.17   -1.66   -5.52   -7.74   -6.92   -5.40   -6.17   -6.20   -6.14   -1.36   -2.09   -5.87   -5.05
199010   -4.82   -1.60   -1.03    0.66   -3.40    0.03   -0.64   -0.59    0.91   -4.54   -1.72    0.81   -1.56   -1.15   -0.11   -1.30    0.41    0.83    1.03
199011   10.94    7.69    6.56    5.04    7.64    7.46    6.94    5.92    4.24    7.73    7.51    7.75    6.86    6.92    6.96    5.97    5.84    4.20    4.30
199012    3.59    4.37    2.99    1.31    4.62    3.96    4.22    1.69    0.20    4.60    4.65    4.05    3.78    4.72    3.69    1.17    2.41   -0.03    0.51
199101   13.32    5.31    4.82    2.11    7.43    3.36    7.02    1.81    2.61    8.19    6.28    2.61    4.95    7.71    6.28    1.94    1.63    3.48    1.46
199102    9.39    8.71    6.99    6.71    9.32    7.81    7.45    5.80    8.11    9.32    9.31    7.90    7.64    9.25    5.52    6.13    5.35    8.49    7.59
199103    5.63    3.82    2.02    2.81    3.68    3.63    3.66    1.27    1.75    3.36    4.17    4.00    2.86    4.00    3.29   -0.62    3.86    1.57    1.99
199104   -0.12   -0.15    0.39    0.83    0.19   -0.48    0.71    0.31    1.23    0.54   -0.34   -0.61   -0.22   -0.31    1.84    0.19    0.45    1.10    1.40
199105    4.04    4.21    4.89    2.43    4.41    4.52    6.09    2.43    2.90    5.10    3.36    3.93    5.75    6.01    6.19    2.78    1.97    5.14   -0.15
199106   -7.75   -5.09   -3.97   -2.87   -4.90   -4.76   -3.90   -3.49   -3.28   -4.61   -5.34   -5.36   -3.55   -4.93   -2.77   -4.25   -2.48   -3.38   -3.13
199107    6.44    6.07    3.97    3.70    5.28    5.65    3.67    4.37    3.26    5.62    4.86    7.38    3.86    3.79    3.55    5.18    4.04    3.01    3.60
199108    4.45    2.72    2.93    1.82    3.05    2.39    3.17    1.62    2.58    2.89    3.25    2.19    2.61    4.15    2.04    2.57    1.23    1.99    3.38
199109    0.15   -2.14   -2.27    0.76   -2.79   -1.58   -2.76    0.01    1.30   -2.32   -3.36   -1.07   -2.14   -3.13   -2.32   -0.76    0.33    1.60    0.89
199110    2.89    2.18    1.44    1.05    1.56    2.85    1.06    1.42    0.51    0.71    2.61    3.18    2.50   -0.25    2.61    1.25    1.48    0.98   -0.13
199111   -4.29   -1.28   -5.12   -3.75   -1.52   -2.12   -5.97   -4.78   -2.31   -0.40   -2.89   -0.91   -3.46   -4.86   -7.24   -4.53   -4.88   -2.50   -2.05
199112   11.39   14.17   12.60    6.20   13.77   14.45   12.80    7.17    6.38   14.69   12.62   14.79   14.07   15.00   10.22    9.90    6.05    6.56    6.13
199201    5.58   -1.36   -1.35   -0.92    0.16   -3.37   -0.79   -1.15   -0.54   -1.18    1.88   -3.75   -2.92   -0.47   -1.18   -0.97   -1.22   -1.51    0.77
199202    2.64    0.73    1.72    0.98    0.80    0.64    1.99    0.75    2.08    2.18   -0.90    0.62    0.66    1.65    2.42    2.28    0.09    1.18    3.28
199203   -5.84   -2.68   -1.14   -1.47   -2.79   -2.23   -0.89   -1.85   -0.49   -2.68   -2.92   -2.51   -1.91   -2.02    0.48   -0.90   -2.26   -0.90    0.04
199204   -5.30   -0.50    2.23    6.29   -1.14    0.32    3.00    5.53    5.68   -3.04    1.29    0.55    0.05    1.64    4.63    2.65    6.80    6.18    5.02
199205    0.23    1.57    0.11    0.83    0.85    1.82   -0.31    0.83    0.74    1.58   -0.05    2.73    0.80   -0.26   -0.36    0.63    0.91   -0.09    1.86
199206   -5.11   -3.19   -2.20    0.93   -2.19   -3.17   -2.50   -0.59    1.89   -1.93   -2.51   -4.76   -1.33   -2.27   -2.77   -2.35    0.16    3.00    0.40
199207    3.95    4.44    3.14    5.03    3.90    5.20    2.70    3.29    5.60    3.28    4.62    5.35    5.02    2.28    2.93    2.33    4.11    5.18    6.88
199208   -3.39   -1.77   -2.87   -0.88   -1.76   -2.17   -2.05   -2.72   -0.80   -1.56   -1.99   -1.78   -2.63   -2.16   -1.99   -4.79   -1.00   -0.75   -0.96
199209    3.54    1.00    1.79    0.44    1.93    1.03    2.72    0.23   -0.13    3.69   -0.06   -0.57    2.86    2.18    3.01   -1.21    1.38   -0.40    0.69
199210    4.21    2.88    1.12   -1.87    3.41    2.61    0.36    0.11   -2.84    3.59    3.19    1.98    3.30    2.51   -0.77    0.64   -0.31   -3.75   -0.11
199211    8.45    4.68    5.00    0.69    5.18    3.95    5.55    2.70    0.42    5.85    4.38    3.80    4.10    4.83    5.94    4.73    1.09    0.37    0.59
199212    2.85    1.23    1.41    2.16    1.89    0.07    2.09    2.33    1.47    1.99    1.78    0.05    0.10    1.58    2.36    1.24    3.23    0.98    2.86
199301    3.00    0.10    0.86    1.21    1.68   -1.39    0.89    0.22    2.56    1.55    1.83   -2.77    0.12    0.07    1.33    1.52   -0.83    2.47    2.81
199302   -4.41   -1.27    0.55    4.82   -0.74   -1.07    0.21    2.33    6.07   -1.58    0.26   -2.26    0.18    0.61    0.01    1.67    2.87    6.68    4.35
199303    3.53    2.29    2.17    2.56    2.70    1.37    1.75    4.06    1.59    3.07    2.27    1.49    1.25    1.27    2.00    3.99    4.11    1.68    1.35
199304   -4.64   -4.59   -2.08   -1.19   -6.18   -2.11   -3.37    0.19   -1.48   -7.27   -4.88   -1.50   -2.75   -1.11   -4.57    1.33   -0.74   -2.02    0.07
199305    7.90    3.88    2.21    1.08    5.15    1.67    3.02    1.12    0.95    4.87    5.48    1.51    1.84    1.52    3.83    0.91    1.29    1.44   -0.44
199306    0.11   -1.18    0.64    2.04   -1.12   -0.29    0.84    0.80    2.45   -1.76   -0.37   -1.32    0.78   -0.23    1.41    0.08    1.41    2.42    2.55
199307   -0.70   -0.42   -0.50    0.75   -0.17   -0.15   -1.53    1.09    0.67   -0.20   -0.11   -0.88    0.92   -1.64   -1.37    1.19    0.97    0.56    0.97
199308    5.58    4.46    2.78    3.98    4.64    3.60    2.60    4.08    3.57    4.74    4.47    4.13    2.85    2.65    2.53    3.16    5.18    3.75    3.11
199309    2.48    0.79   -1.28   -0.10    0.87    0.19   -2.01   -0.34    0.12    1.58   -0.30    0.65   -0.48   -1.98   -2.05   -0.01   -0.73    0.70   -1.37
199310    3.67    2.14    1.07    1.02    2.18    0.68    1.91    0.81    1.01    1.94    2.60    2.05   -1.33    2.97    0.47    0.61    1.04    1.47   -0.17
199311   -2.40   -1.88   -0.14   -2.53   -1.71   -1.76    0.90   -2.32   -2.50   -2.02   -1.22   -2.18   -1.13    0.66    1.25   -2.04   -2.64   -2.71   -1.95
199312    2.47    1.54    2.65    0.64    1.18    2.80    2.21    2.17    0.49    0.01    3.11    2.21    3.69    0.91    4.01    3.10    1.06   -0.13    2.14
199401    3.63    3.10    3.12    2.54    3.75    2.88    3.17    3.61    1.59    3.77    3.73    1.92    4.32    3.09    3.28    2.22    5.29    2.77   -1.46
199402   -1.18   -0.35   -2.89   -4.07   -0.08   -1.86   -2.84   -3.01   -4.34    0.70   -1.34   -0.85   -3.32   -3.39   -2.09   -2.75   -3.31   -4.22   -4.65
199403   -6.12   -4.31   -4.22   -3.53   -4.47   -4.07   -4.50   -3.29   -3.74   -5.33   -3.04   -4.01   -4.15   -4.89   -3.97   -3.59   -2.94   -4.08   -2.82
199404   -0.28   -0.81    1.59    2.61   -1.23    0.84    1.06    2.79    2.43   -1.54   -0.73   -0.03    2.13    2.28   -0.56    2.54    3.09    2.54    2.13
199405   -0.64    0.70    2.18    0.57    0.77    0.86    2.24    3.07   -0.55    1.02    0.37    0.59    1.25    2.00    2.57    2.64    3.57    0.37   -3.02
199406   -4.21   -3.31   -1.95   -1.83   -3.31   -2.77   -2.23   -1.92   -1.50   -3.05   -3.72   -3.32   -1.98   -1.97   -2.58   -1.25   -2.68   -0.48   -4.33
199407    3.04    2.85    3.21    3.08    2.91    3.55    2.71    2.83    3.61    3.89    0.71    2.67    4.06    2.49    2.97    3.46    2.21    2.93    5.16
199408    7.27    4.57    3.84    3.35    4.30    4.26    3.75    4.45    2.52    3.98    5.05    5.35    3.63    3.21    4.39    4.18    4.72    3.19    1.01
199409   -0.06   -2.89   -2.53   -1.97   -2.93   -2.36   -2.41   -2.17   -2.37   -2.64   -3.59   -2.76   -2.13   -2.14   -2.74   -3.04   -1.31   -2.46   -2.16
199410    2.89    2.44    1.00    1.72    2.52    1.69    1.19    0.50    2.39    2.83    1.78    2.24    1.36    1.99    0.25    0.36    0.64    2.74    1.60
199411   -3.39   -4.01   -4.31   -2.42   -3.83   -3.31   -4.50   -4.15   -2.04   -3.78   -3.95   -4.53   -2.59   -4.47   -4.53   -5.32   -3.03   -2.88   -0.10
199412    0.18    0.81    2.58    0.58    0.65    2.31    2.03    2.14    0.33    0.42    1.18    1.31    2.90    1.59    2.55    3.38    0.99    0.13    0.78
199501    0.08    2.67    1.33    4.72    2.84    1.06    1.59    2.30    5.79    3.29    1.82    2.18    0.43    1.75    1.40    1.58    2.99    5.42    6.62
199502    3.64    5.00    4.82    2.63    4.60    4.86    4.53    5.03    1.69    4.43    5.03    6.16    4.11    4.71    4.32    5.91    4.20    2.54   -0.21
199503    3.38    2.97    2.77    1.82    2.93    3.24    2.87    2.55    1.14    2.79    3.26    3.06    3.35    2.75    3.00    2.15    2.95    2.18   -1.24
199504    2.41    1.47    3.32    2.54    1.36    3.24    2.71    2.68    3.12    1.48    1.07    1.80    4.09    2.39    3.09    3.82    1.59    3.48    2.28
199505    2.39    3.42    3.58    4.26    3.75    3.00    3.65    4.66    3.42    3.96    3.27    2.46    3.31    3.86    3.40    3.68    5.62    2.96    4.54
199506    7.70    5.11    2.03    0.25    5.36    3.50    1.83    0.83    0.36    5.89    4.13    4.37    3.00    1.54    2.17    1.61    0.08    0.67   -0.38
199507    7.22    5.05    3.14    2.40    5.11    4.40    2.75    3.15    1.92    6.30    3.39    4.94    3.91    2.90    2.64    3.25    3.05    2.44    0.27
199508    1.96   -0.40    0.78    1.93   -0.03   -0.41    0.48    2.18    1.33    0.34   -0.58   -1.20    0.33   -1.07    1.66    1.62    2.71    1.40    1.11
199509    2.02    2.13    5.16    4.87    2.23    3.17    5.41    4.61    5.60    2.26    2.19    1.91    4.31    3.42    6.87    5.35    3.92    5.48    5.97
199510   -2.52   -1.38   -1.34    0.63   -2.00   -0.89   -0.89   -1.22    1.56   -1.31   -3.02   -0.03   -1.66   -0.76   -0.99   -1.87   -0.60    1.50    1.75
199511    2.63    3.42    6.22    3.81    2.80    5.41    5.91    5.85    3.05    2.01    3.97    4.71    6.05    5.03    6.53    6.89    4.86    3.83    0.49
199512   -0.12   -1.18    1.94    4.35   -1.57    0.07    1.40    3.78    4.83   -2.35   -0.39   -0.41    0.49    2.07    0.93    3.86    3.70    4.80    4.91
199601    1.04    3.20    4.18    1.63    1.96    5.27    3.51    3.47    1.22    2.50    1.17    5.67    4.91    2.44    4.26    4.79    2.19    1.32    0.88
199602    4.67    3.69    0.33    0.29    3.01    3.52   -0.76    1.46   -1.05    1.49    5.19    4.98    2.22   -0.79   -0.73    0.80    2.13   -0.56   -2.73
199603   -0.10    0.87    2.07    0.87    0.72    1.52    1.42    3.32   -1.01    0.46    1.08    1.16    1.85    3.06    0.31    3.27    3.38   -0.83   -1.66
199604    7.46    2.51    0.60    0.55    3.50    0.78    0.89   -0.07    1.01    3.28    3.81    0.63    0.92    1.83    0.22   -0.08   -0.06    1.67   -1.27
199605    3.49    3.54    2.54    1.66    2.60    4.05    2.28    2.10    1.81    2.90    2.19    5.37    2.87    2.07    2.44    2.73    1.45    2.10    0.79
199606   -4.70   -1.24    0.88    1.50   -1.83    0.92    0.41    0.37    2.80   -1.59   -2.16   -0.12    1.88   -0.26    0.88    0.95   -0.25    2.34    4.49
199607   -9.67   -5.22   -4.28   -3.44   -6.20   -3.93   -5.15   -2.62   -3.87   -4.77   -7.57   -3.68   -4.20   -4.52   -5.54   -2.22   -2.91   -3.26   -5.47
199608    5.19    4.17    2.77    1.01    4.63    3.09    2.48    2.31    0.69    4.63    4.63    3.47    2.69    2.58    2.43    3.52    1.39    0.59    0.98
199609    6.61    5.48    5.98    3.12    6.17    5.71    6.02    4.60    2.04    8.68    3.71    4.40    7.08    7.11    5.35    4.80    4.44    2.43    0.98
199610   -2.22    0.69    2.52    4.44    0.16    1.65    2.21    4.62    3.91    2.10   -1.79    1.53    1.78    3.31    1.51    4.03    5.07    4.17    3.17
199611    5.90    7.36    7.66    6.02    7.43    7.57    8.00    6.51    5.70    7.49    7.37    7.26    7.88    7.75    8.15    6.65    6.41    6.61    3.17
199612   -0.97   -0.89   -2.17    0.01   -1.52   -1.81   -1.61   -1.02    0.29   -0.63   -2.46    0.10   -3.74   -2.16   -1.26   -1.92   -0.32    0.13    0.72
199701    6.26    5.79    5.73    4.13    5.65    5.75    5.70    6.08    2.43    7.14    4.03    6.01    5.47    5.91    5.57    6.05    6.11    2.99    0.85
199702   -5.10   -1.05    2.04    2.62   -1.30   -0.05    2.42    2.28    3.11   -2.99    0.57   -0.66    0.60    2.75    2.20    2.58    2.06    3.53    1.92
199703   -5.94   -3.91   -4.57   -3.64   -2.84   -5.11   -4.60   -2.91   -5.27   -4.63   -0.92   -5.56   -4.65   -3.12   -5.54   -4.41   -1.77   -5.42   -4.81
199704    3.09    6.51    5.96    2.65    5.20    8.62    5.00    4.32    2.01    7.82    2.47    8.60    8.64    5.68    4.56    5.67    3.33    3.11   -1.43
199705   12.23    6.02    5.85    5.67    5.48    6.40    5.83    5.95    5.29    5.63    5.32    6.84    5.94    6.30    5.52    5.81    6.06    5.61    4.25
199706    2.45    3.60    6.00    3.68    4.00    5.19    5.30    5.03    3.20    3.02    5.07    3.00    7.53    5.19    5.38    6.17    4.20    3.04    3.73
199707    9.71    9.14    6.72    5.91    8.61    8.77    6.29    7.34    4.73   11.08    6.49   10.10    7.29    6.92    5.53    7.42    7.30    5.68    1.83
199708    0.24   -5.98   -5.89   -2.18   -6.02   -6.01   -6.63   -3.38   -1.04   -3.27   -8.54   -5.91   -6.12   -7.51   -5.53   -3.25   -3.46   -1.10   -0.84
199709    5.98    5.46    5.91    5.64    4.51    7.05    5.82    5.66    5.22    4.58    4.45    7.14    6.94    6.14    5.43    4.95    6.13    5.40    4.67
199710   -5.43   -3.43   -2.86   -1.59   -4.06   -1.55   -3.30   -3.10   -0.88   -4.68   -3.47   -2.35   -0.63   -4.20   -2.19   -4.19   -2.39   -1.50    1.03
199711   -0.54    4.83    4.02    5.47    4.56    3.28    5.63    3.11    7.31    1.82    7.17    5.28    1.00    6.29    4.84    2.74    3.35    7.03    8.19
199712   -2.10    1.53    3.24    3.96    1.69    2.39    2.74    3.01    5.40    0.92    2.39    1.25    3.75    2.75    2.74    4.21    2.25    4.67    7.60
199801    2.68    0.75    0.86   -1.82    1.54   -0.66    1.63   -0.91   -1.94    3.29   -0.01   -0.60   -0.72    3.40   -0.50    0.31   -1.67   -1.45   -3.41
199802    9.86    8.80    6.30    5.33    8.78    7.65    6.47    6.33    4.22    9.03    8.55    8.83    6.26    6.28    6.70    5.80    6.67    4.71    2.75
199803    5.17    4.50    4.72    6.44    5.42    3.32    5.19    5.20    6.98    3.58    7.14    2.92    3.81    5.72    4.54    4.26    5.79    7.21    6.29
199804    2.08    3.50    0.75   -1.41    2.13    4.20    0.20    1.21   -3.77    3.08    1.29    5.94    2.14   -0.51    1.10    0.90    1.41   -3.90   -3.37
199805   -4.96   -2.55   -1.61   -0.75   -1.58   -3.43   -1.28   -2.41    1.12   -4.05    0.69   -4.23   -2.45   -2.08   -0.27   -1.69   -2.85    1.81   -1.03
199806    6.29    4.57    2.91    1.33    5.51    3.22    3.04    1.42    1.36    7.02    4.19    2.91    3.60    5.43    0.12    1.61    1.30    1.22    1.80
199807   -3.76    0.26   -3.23   -1.24    0.98   -2.84   -2.86   -1.39   -1.67    1.57    0.28   -0.98   -5.56   -1.83   -4.31   -2.16   -0.86   -0.98   -3.15
199808  -20.16  -17.65  -14.63   -8.27  -17.05  -16.76  -14.75  -13.07   -4.17  -19.14  -14.53  -18.71  -13.76  -13.95  -15.91  -15.04  -11.76   -7.43    2.97
199809   10.52    4.45    4.44    8.58    6.43    2.42    4.46    7.47    7.61    7.84    4.89    0.99    4.48    4.67    4.15    4.33    9.48    7.99    6.84
199810    5.11   10.19    9.17    4.38    8.27   12.77    8.48    6.57    3.64    7.94    8.64   13.74   11.41    8.92    7.80    9.12    5.05    5.44    0.07
199811    8.61    8.11    4.96    3.95    9.72    4.91    4.92    4.11    4.81   11.01    8.29    5.27    4.40    5.30    4.35    5.61    3.15    6.00    2.34
199812   12.34    8.72    3.18    2.27   12.20    2.23    3.60    3.61    0.33   15.27    8.69    2.23    2.24    3.88    3.17    2.86    4.10   -0.91    3.01
199901   12.07    4.64   -0.57   -1.56    5.65    2.14   -1.31   -0.41   -2.86    7.32    3.62    2.58    1.52   -0.90   -1.95   -0.36   -0.45   -1.21   -6.03
199902   -8.17   -2.81   -0.81   -3.98   -3.11   -2.75   -0.45   -1.35   -5.40   -5.85    0.34   -2.16   -3.59   -0.76    0.03    0.91   -2.80   -5.24   -5.70
199903    6.79    4.68    2.32   -0.47    5.26    2.48    4.09   -0.47   -1.53    5.69    4.73    3.50    1.00    4.73    3.10   -1.77    0.39   -1.31   -1.99
199904    2.10    2.48    5.00    9.64    0.37    5.73    3.87   10.44    7.99    1.98   -1.58    6.94    3.94    1.04    8.33    9.68   10.93    9.16    5.62
199905   -0.48   -3.52   -1.79   -0.02   -4.97   -0.01   -2.60   -2.01    2.69   -4.58   -5.46   -0.64    0.95   -2.81   -2.30   -1.93   -2.06    0.61    7.01
199906    8.43    6.11    3.68    2.28    7.47    3.05    4.55    2.27    2.40    7.13    7.89    3.54    2.32    6.01    2.43    2.39    2.19    5.23   -3.04
199907   -2.73   -3.35   -2.83   -3.06   -3.00   -3.52   -3.26   -2.85   -1.76   -2.92   -3.17   -4.29   -2.89   -3.03   -3.71   -2.03   -4.35   -2.15   -1.15
199908    1.25   -0.32   -2.64   -2.64    0.06    0.53   -5.60   -3.32   -1.39    0.29   -0.50   -1.31    2.00   -7.72   -1.26   -3.01   -3.90   -2.62    0.53
199909    0.08   -3.33   -3.63   -4.49   -2.16   -4.78   -4.75   -2.84   -4.64   -2.04   -2.45   -6.50   -3.44   -4.36   -5.48   -2.04   -4.34   -4.94   -4.18
199910    5.82    6.29    7.37    1.30    3.48   11.07    9.69    3.08   -1.60    3.62    3.14   14.36    8.46    9.28   10.48    2.44    4.33   -3.14    0.72
199911   10.19    3.13   -1.20   -4.73    3.11    0.50   -0.71   -2.75   -4.10    3.33    2.58    3.18   -1.75    0.40   -2.84   -1.38   -5.34   -2.52   -6.45
199912   19.71    4.71   -0.85   -2.85    7.00    2.71   -4.97   -2.40   -3.05    7.99    4.53   -1.31    6.21   -6.21   -2.49   -2.25   -2.66   -3.47   -2.39
200001   -6.08   -2.75   -3.68   -3.91   -3.17   -4.47   -1.48   -4.41   -1.24   -3.10   -3.33   -1.55   -6.83    0.59   -5.42   -3.24   -6.55   -3.00    1.45
200002   15.24   -1.50   -9.22   -8.81    0.94   -6.99  -10.30  -11.41   -6.96    1.52   -0.56   -8.31   -5.87  -10.75   -9.39  -11.77  -10.72   -6.03   -8.30
200003    3.55   11.11   10.21   10.45   11.83    7.97   11.20   13.05    7.41   13.50    7.42    8.89    7.19   10.14   13.31   12.70   13.70    8.00    6.51
200004  -10.47   -0.91    0.11    2.04   -2.16    2.14    0.49   -1.68    4.68   -3.21    0.75    3.05    1.36    1.54   -1.66   -2.32   -0.48    0.84   10.02
200005  -10.34   -0.75    2.09    5.35   -2.21    2.65    0.82    5.05    5.38   -2.88   -0.45    3.64    1.80    0.18    2.18    4.91    5.32    7.43    2.77
200006   12.94    2.22   -3.13   -6.03    2.44    1.32   -4.20   -7.68   -3.42    1.76    4.23    1.53    1.16   -2.01   -8.78   -7.18   -8.61   -1.80   -5.62
200007   -5.19   -0.53    0.16    4.31   -0.81   -0.61    1.55    0.54    5.59   -2.10    1.24    0.06   -1.98    1.36    1.68   -0.12    1.92    6.83    4.19
200008   11.38    5.73    3.51    9.86    6.98    3.52    3.14    5.60    9.55    5.48    9.29    3.10    4.41    1.97    3.96    3.25   10.45    7.92   11.46
200009   -9.14   -6.23    4.03    2.71   -9.52    1.97    6.00   -0.07    4.10  -13.24   -4.02    0.91    4.19    5.76    6.17   -0.14    0.07    2.75    5.64
200010   -7.79   -1.06    6.51    0.82   -1.72    3.24    6.79    1.97    0.64   -0.29   -3.63    0.21    9.54   10.09    4.50    2.37    1.17   -1.53    3.05
200011  -19.87   -6.05   -1.47   -0.94   -8.18   -1.12   -2.25   -2.14   -0.39   -8.69   -7.48   -1.96    0.48   -2.13   -2.34   -2.17   -2.07   -3.14    2.52
200012   -2.69    2.35    4.12    9.56    2.41    2.89    3.60    7.38    8.64    0.91    4.48    2.25    4.05    6.16    1.71    5.36   11.45    6.07   11.13
200101   11.24    1.26   -1.94    1.32    4.29   -4.57   -1.97    2.43    0.89    4.57    3.92   -4.09   -5.43   -3.92   -0.48    2.52    2.24    3.08   -1.15
200102  -19.27   -8.25   -0.25    1.25  -10.81   -1.67   -1.07   -0.57    2.24  -12.75   -8.32   -3.35    1.39    1.20   -2.72   -0.45   -0.82    1.32    3.12
200103  -12.29   -6.74   -3.14    0.61   -6.01   -6.57   -2.90   -2.36    1.83   -6.00   -6.03   -8.02   -4.04   -2.71   -3.05   -2.54   -2.01    2.85    0.87
200104   14.08    8.10    3.45    4.44    7.91    6.22    2.73    5.30    4.73    8.89    6.72    8.43    2.54    1.70    3.53    6.08    3.79    5.88    3.64
200105    0.19    0.21    2.55    3.05   -0.75    2.28    2.78    2.72    2.31   -1.24   -0.14    1.96    2.86    2.54    2.95    1.72    4.72    1.21    3.36
